JUDUL,ISBN,TAHUN TERBIT,HARGA,STOK
PEMROGRAMAN MIKROKONTROLER AVR AT MEGA 16 MENGGUNAKAN BAHASA C,9786021514795,2015,113326,3
SISTEM KOMUNIKASI MARABAHAYA DAN KESELAMATAN MARITIM GLOBAL (GLOBAL MARITIME DISTRESS AND SAFETY SYSTEM),9786022804635,2015,87904,8
Intelligence in the Era of Big Data ( Proceedings ),9783662467411,2015,213456,10
ESQ FOR TEENS 1,9791328005,2015,103232,8
PENGANTAR MANAJEMEN (3 IN 1) UNTUK MAHASISWA DAN UMUM,9786027056916,2015,101445,3
PENGANTAR BISNIS TEORI & CONTOH KASUS,9789792953015,2015,161161,3
FIBER OPTIC,9786021514849,2015,228327,8
BIM AND CONDTRUCTION MANAGEMENT,9781118942765,2015,98823,4
OUTDOOR RECREATION AN INTRODUCTION,9780415430418,2015,103264,7
PENGELOLAAN KEUANGAN BLU BLUD BADAN LAYANAN UMUM BADAN LAYANAN UMUM DAERAH,9786021286203,2015,119779,7
DESAIN RUMAH HARGA 100 JUTA-AN,9786022881544,2015,140993,4
MENATA DAPUR MINIMALIS,9789796611294,2015,216788,10
PERSONAL SWOT ANALYSIS PELUANG DI BALIK SETIAP KESULITAN,9786020319735,2015,183565,5
KISAH DALAM SATU JAM,9786028740418,2015,86980,7
MATAHARI MATA HATI,9786027209787,2015,152767,8
REPLAY,9786020323190,2015,99203,4
I WAN TO EAT YOUR PANCREAS,9786026383143,2015,169363,8
ISLAM ITU GAUL BANGET KAGAK PERNAH MATI GAYA,9786022791423,2015,142281,2
AKU TIDAK BISA BAHAGIA (MENJADI SUKSES DAN BAHAGIA BERSAMA DIRI SENDIRI),9786020258539,2015,227718,3
"TUHAN,MAAF,KAMI SEDANG SIBUK",9786020256665,2015,223664,5
"JEDAR POWER LOVE,LIFE,LORD",9786020255460,2015,218321,9
KIAI KOCAK RONDE #3 DEMAM KAMPANYE,9786021695203,2015,104752,3
KAMBING JANTAN SEBUAH CATATAN HARIAN PELAJAR BODOH,9793600691,2015,190849,7
YANG SULIT DI MENGERTI ADALAH PEREMPUAN,9786027279339,2015,178715,10
POLTERGEIST (MEREKA TAHU APA YANG KAMU TAKUTKAN),9786023720156,2015,117038,6
MENULIS KREATIF (PANDUAN PENULISAN ILMIAH),9786020895185,2015,128623,2
REMEMBER RAIN (SELALU ADA KISAH DI SETIAP TETESANNYA),9786021010440,2015,77961,2
IF YOU KNOW WHAT HAPPENED IN MCI (MEME COMIC INDONESIA),9786020900209,2015,56073,7
C.L.B.K (CINTA.LUKA.BERSEMI KEMBALI),9789792951356,2015,234466,6
"SENJA,HUJAN,DAN CERITA YANG TELAH USAI",9789797944995,2015,79167,2
KIAT MENYUSUN PROPOSAL PENELITIAN,9786022624844,2015,142404,2
BENNY MOERDANI (YANG BELUM TERUNGKAP),9786026208361,2015,152892,5
13 TOUCH,9786023720392,2015,108565,6
GREAT EXPECT ATIONS,9786021142431,2015,204128,1
BUKAN CINTA CINDERELLA SIAPA BILANG CINTA ITU MUDAH?,9797808076,2015,202815,8
PEDOMAN PENULISAN KARYA ILMIAH,9789797309084,2015,182500,10
KAIN IHRAM ANAK KAMPUNG,9786021695197,2015,108181,2
GAJIAN 50 JUTA PERBULAN MAU?,9786023742080,2015,49943,2
JEJAK KAKI DI TEPI HATI,6023940226,2015,104417,5
PERFECT SCENARIO,9786020320885,2015,86622,2
"LIKE BROTHER,LIKE SISTER (SUATU SAAT NANTI,KAU AKAN JATUH CINTA PADAKU)",9789792950748,2015,227040,6
SEBUAH BIOGRAMI ANDI NOYA,9789797099541,2015,206644,10
JEJAK SOEKARNO DI BANDUNG (1921-1934),9789797099237,2015,79416,3
TOUR & TRAVEL REVOLUTION,9786020636993,2015,153706,9
"UNTOLD STORY SUSI PUDJIASTUTI (DARI LAUT KE UDARA,KEMBALI KE LAUT)",9789797098926,2015,157956,5
KREASI EFEK 3D PADA OBJEK VEKTOR DENGAN CORELDRAW,9789792947052,2014,217706,3
UNITY TUTORIAL GAME ENGINE,9786021514504,2014,112107,10
"ACTION RESEARCH (TEORI,MODEL DAN APLIKASI)",9786027985803,2014,176619,7
DATA MINING MENGOLAH DATA MENJADI INFORMASI MENGGUNAKAN MATLAB,9789792943511,2014,88028,8
PROYEK WEBSITE SUPER WOW! DENGAN PHP DAN JQUERY,9789791758901,2014,182598,9
MANAJEMEN KONSTRUKSI,9789796921300,2014,133594,3
PENGANTAR PENGADAAN DAN KONTRAK JASA KONSTRUKSI,9786027010765,2014,110059,7
BEKERJA LEBIH OPTIMAL DENGAN FUNGSI EXCEL,9786020249612,2014,65033,7
METODE PENELITIAN KUANTITATIF DILENGKAPI PERBANDINGAN PERHITUNGAN MANUAL & SPSS,9786029413700,2014,66622,10
MEGA PROYEK 125 JUTA SISTEM INFORMASI AKADEMIK KAMPUS,9786021488300,2014,215870,9
DESAIN RUMAH DENGAN AUTOCAD DAN GOOLE SKETCHUP,9786020245485,2014,91468,2
SMART CITY BESERTA CLOUD COMPUTING DAN TEKNOLOGI-TEKNOLOGI PENDUKUNG LAINNYA,9786021514405,2014,179588,6
132 TIP & TRIK WORDPRESS 4,9786020255439,2014,220227,2
TEKNOLOGI PENGELASAN LOGAM,9794081752,2014,128638,7
PHP TUTORIAL BOOK FOR BEGINNER,9786022880813,2014,167399,10
SLIDE DESIGN MASTERY,9786020312408,2014,131570,3
APLIKASI SISTEM PAKAR DENGAN PHP DAN EDITOR DREAMWEAVER,9786027869677,2014,69645,6
KUPAS TUNTAS WEB RESPONSIF,9786020235677,2014,202071,3
JAGO MANIPULASI PHOTOSHOP PEMULA DAN ORANG AWAM,9786029146462,2014,108540,6
DASAR-DASAR METODOLOGI PENELITIAN,9789792923346,2014,171857,9
KITAB EFEK PHOTOSHOP,9786020253893,2014,187254,2
THE CASHFLOW QUADRANT (PANDUAN AYAH KAYA MENUJU KEBEBASAN FINANSIAL),9789796559121,2014,184073,8
WIRELESS EDISI REVISI,9786020236476,2014,157027,3
BUDI DAYA DAN PENGOLAHAN HASIL KACANG KEDELAI UNGGUL,9789790712232,2014,45833,3
"FRANCHISE SEBAGAI STRATEGI DALAM PENGEMBANGAN USAHA MIKRO, KECIL, DAN MENENGAH DI INDONESIA",9786022804437,2014,214746,8
"MANAJEMEN PENYAJIAN ANALISIS DATA SEDERHANA UNTUK SKRIPSI,TESIS,DAN DISERTASI YANG BERMUTU",9789797696177,2014,211331,5
APLIKASI BISNIS DENGAN PHP DAN MYSQL,9786027680692,2014,211218,2
DASAR PEMROGRAMAN INTERNET DENGAN XHTML CSS JAVASCRIPT DHTML,9786021514344,2014,157570,3
BERANI DIPECAT,9786028545471,2014,49899,10
MULAI SAJA DARI HAL-HAL KECIL,9786022557623,2014,189989,4
PSIKOTES DAN TPA LENGKAP TERBARU PALING SERING DIPAKAI,9786027695511,2014,184515,9
NOTES FROM QATAR 3,9786020243337,2014,103873,10
ITS EASY MANAGING A BUSINESS (KUASAI 3 ELEMEN PENTING UNTUK MENCAPAI SUKSES DI USAHA ANDA),9786020314068,2014,122128,1
ZULQARNAIN DAN TEMBOK CINA,9786029211993,2014,65984,2
"MASUK SURGA MODAL HP (SMARTPHONE,SMART PERSONALITY,SMART PRAY)",9786027049529,2014,191367,9
FIQH ISLAM (HUKUM FIQH LENGKAP),9789798482281,2014,149870,4
KEKUATAN TAKWA,9786022900078,2014,199531,9
TATA CARA MENGURUS JENAZAH SESUAI TUNTUNAN RASULULLAH SAW,9789790639935,2014,131346,3
MENJAWAB ? 1001 SOAL KEISLAMAN YANG PATUT ANDA KETAHUI,9789799048554,2014,232392,3
VALUASI EKONOMI DAN PENILAIAN KERUSAKAN SUMBER DAYA ALAM DAN LINGKUNGAN,9789794936320,2014,165983,5
METODOLOGI PENELITIAN PENDIDIKAN DENGAN STUDI KASUS,9786027869592,2014,202620,4
JIHAD MENEGAKKAN KEDAULATAN PANGAN (SUARA DARI BULAK SUMUR),9794208256,2014,159433,4
KOMPILASI TES CPNS SELURUH DEPARTEMEN,9786029431599,2014,51709,10
PEMIMPIN DAN KEPEMIMPINAN,9794210532,2014,188938,5
CSR DALAM DUNIA BISNIS,9789792923391,2014,203235,9
PAKET SUPER KOMPLET TES CPNS TKD+TKB,9796109921,2014,126704,9
PENGANTAR SOSIOLOGI PEDESAAN DAN PERTANIAN,9794205559,2014,80452,1
PLANING AN APPLIED RESEARCH PROJECT IN HOSPITALITY TOURISM & SPORT,9781118637227,2014,122933,4
KEPEMIMPINAN,9789790764071,2014,141459,7
PERPAJAKAN TEORI DAN PERATURAN TERKINI,9789792946239,2014,50473,5
TOURISM THE BUSINES OF HOSPITALITY AND TRAVER FIFTH EDITION,9781292039503,2014,176857,3
METODE KUANTITATIF UNTUK ANALISIS EKONOMI DAN BISNIS,9789797697020,2014,81641,7
ILMU PEMERINTAHAN,9786022172802,2014,213334,6
PENCEMARAN UDARA DALAM RUANGAN,9786027924598,2014,176179,7
BANK & INSTITUSI KEUANGAN NON BANK DI INDONESIA,9789793532882,2014,170600,5
MENGELOLA KUALITAS LAYANAN PERBANKAN,9786020311029,2014,111165,1
EKONOMI MAKRO TINJAUN EKONOMI SYARIAH,9786022622000,2014,97073,3
PEMBIAYAAN MUSYARAKAH DAN MUDHARABAH,9786022622727,2014,171915,4
SUPER TOP MANAJER,9786022880745,2014,213694,3
SOSIOLOGI POLITIK,9794211788,2014,92875,5
KUH PER KITAB UNDANG-UNDANG HUKUM PERDATA,9786027760448,2014,78561,7
GARIS-GARIS BESAR TATABAHASA BAKU BAHASA INDONESIA,9786028650267,2014,138145,8
UPGRADE TOEFL SCORE RAHASIA MELEJITKAN SKOR TOEFL TARGET MINIMAL 550,6021609352,2014,159142,1
THE KING TOEFL TIPS & TRIK PLUS BANK SOAL,9797956873,2014,179465,4
TEKNOLOGI FERMENTASI PADA INDUSTRI PETERNAKAN,9794208418,2014,158845,10
BUILD YOUR OWN QUADCOPTER POWER UP YOUR DESIGNS WITH THE PARALLAX,978007182282,2014,136582,9
JOURNAL OF THE INDONESIAN MATHEMATICAL SOCIETY VOL 20 NO 1 DAN 2,20868952,2014,204310,2
TEKNOLOGI DAN PENGELOLAAN RUSA INDONESIA,9794209392,2014,206365,9
PENGANGGARAN (BUDGETING) SERI ALAT ANALISIS AKUNTASAI,9780980069945,2014,197536,1
TRUBUS,01280057,2014,189990,5
MACHINING OF TITANIUM ALLOYS,9783662439012,2014,115713,6
PENGANTAR BISNIS,9789797692766,2014,84841,6
ROAD TO SEMEN INDONESIA TRANSFORMASI KORPORASI MENGUBAH KONFLIK MENJADI KEKUATAN,9789797097172,2014,77243,6
HAMA PASCAPANEN DAN PENGELOLAANNYA,979420840,2014,78213,9
DAPUR INDONESIA 300 RESEP MASAKAN POPULER NUSANTARA,9786020308135,2014,106493,1
ILMU MANAJEMEN TERNAK UNGGAS,9794207160,2014,114419,4
MANAJEMEN BIAYA PENEKANAN STRATEGIS,9789790611672,2014,229276,8
PENYAMAKAN KULIT RAMAH LINGKUNGAN,9794208426,2014,171091,9
DASAR-DASAR PERLINDUNGAN TANAMAN,9794203033,2014,132996,9
"KAMUS PINTAR KESEHATAN (KEDOKTERAN,KEPERAWATAN DAN KEBIDANAN",9786029599756,2014,184515,2
REKREASI ALAM DAN EKOWISATA,9789794937136,2014,90409,2
CATATAN RAHASIA DOKTER PRIBADI HITLER,9786027542303,2014,204015,3
PERANCANGAN ELEMEN MESIN,9786028361552,2014,125770,5
PENYAKIT PARASIT PADA AYAM,9794209058,2014,56031,5
PENGANTAR ILMU PERTANIAN,9794209007,2014,103121,10
FEEDING SIGNALS A PRACTICIAL GUIDE TO FEEDING DAIRY COW FOR HEAL AND PRODUCTION,9789087401566,2014,207698,8
"PANGAN,GIZI,DAN TEKNOLOGI SUSU",9794209082,2014,95648,4
PERTANIAN TERPADU UNTUK MENDUKUNG KEDAULATAN PANGAN NASIONAL,9794209325,2014,50105,2
Pengantar Ilmu Gizi,9786028361187,2014,197756,7
PANDUAN BETERNAK ITIK SECARA INTENSIF,9790024274,2014,59717,8
"Bahan Pangan, Gizi,dan Kesehatan",9786029328707,2014,189750,5
ANALISIS KEBUTUHAN TRANSPORTASI,9786022623946,2014,100166,8
HYBRID SHIP HULLS ENGINEERING DESIGN ROTIONALES,9780128103050,2014,82037,3
"MEETING,INCENTIVE TRIP,CONFERENCE,EXHIBITION",979756004,2014,123648,8
SHIP DESIGN METHODOLOGIES OF PRELIMINARY DESIGN,9789401787505,2014,56042,9
MANAJEMEN OPERASI,9789790764835,2014,71115,1
SHIP HYDROSTATICS AND STABILITY,9780080982878,2014,228931,6
FROM ONE DOLLAR TO BILLION DOLLARS COMPANY,9789797098643,2014,65084,3
CONTROLLERSHIP,9786022517382,2014,234062,3
MACHINING AND CNC TECHNOLOGY,9781259060533,2014,229803,5
"BETERNAK SAPI LIMOUSIN PANDUAN PEMBIBITAN,PEMBESARAN,DAN PENGGEMUKAN",9790026552,2014,195816,6
ASAS-ASAS MANAJEMEN BERWAWASAN GLOBAL,9789790764125,2014,219672,4
MANAGEMENT OF SPEECH AND VIDEO TELEPHONY QUALITY IN HETEROGENEOUS WIRELESS NETWORKS,9783319021010,2014,117203,6
PENGANTAR ILMU BISNIS (CARA MUDAH MEMAHAMI ILMU BISNIS),9786021547540,2014,178967,8
BIOTEKNOLOGI REPRODUKSI PADA TERNAK,9786028361927,2014,185214,10
LEARNING INTELLIGENCE FOR INNOVATIVE BUSINESS,9786022622451,2014,96046,6
PENGANTAR MANAJEMEN INDUSTRI,9786022621829,2014,165881,4
MANAJEMEN PROYEK YANG SUKSES,9789790624153,2014,156830,6
ILMU PRODUKSI TERNAK,9786022034353,2014,148764,3
STUDI KELAYAKAN PROYEK PROYEK BISNIS,9789793532899,2014,221050,4
AKUNTANSI MANAJEMEN UNTUK HOTEL DAN RESTORAN,9789792942903,2014,114266,8
PANDUAN SERVIS SISTEM KOPLING PADA SEPEDA MOTOR,9789792685985,2014,189618,2
MANAJEMEN PEMASARAN,9789797694197,2014,143391,6
SHIPPING KNOWLEDGE,9786027811171,2014,60217,3
PEMBUATAN SOFTWARE REKAM MEDIS DENGAN JAVA NET BEANS+MYSQL,9786027869530,2014,211438,6
SHIP AUXILIARY MACHINERY,9786022803041,2014,50102,7
MENYUSUN BUSINESS PLAN DAN RENCANA AKSI,9786022777151,2014,230292,10
CARA MUDAH KREASI FOTOGRAFI PLUS EDITING IMAGE,9786027869509,2014,116843,10
PERANCANGAN AKSESIBILITAS UNTUK FASILITAS PUBLIK,9794208531,2014,136889,4
IDE PENATAAN INTERIOR RUMAH MUNGIL SIMPLE MINIMALIS,9796611449,2014,151389,8
MANUFACTURING AND DESIGN : UNDERSTANDING THE PRINCIPLES OF HOW THINGS ARE MADE,9780080999227,2014,178556,1
CANDY SERIES OUR SECRET DIARY PESAN UNTUK SAHABAT,9786020247649,2014,68596,10
DASAR-DASAR MENGGAMBAR ARSITEKTUR,9789796612536,2014,180958,1
AJARI AKU MELUPAKANMU,97860021298053,2014,214351,8
SUARGA YANG TAK DIRINDUKAN,9786029055214,2014,181210,4
MANUSIA SETENGAH SALMON,979780531,2014,170982,8
CAK LONTONG GENDENG WAYS DAN SALAM LEMPER,9797807622,2014,94357,8
TRACES OF LOVE,9786020308708,2014,152057,7
THE GREAT GATSBY,9786020308807,2014,85650,2
GLAZE YOURE BETTER TOGETHER,9786027251083,2014,56439,1
QURAN INSPIRATION,9786020250878,2014,147589,5
INTERLUDE,9797807223,2014,149888,9
METER,9789792292541,2014,49928,2
HIJABERS IN LOVE,9786020309132,2014,192840,9
PERNIKAHAN IMPIAN,9760292555898,2014,70681,4
ASSALAMUALAIKUM BEIJING,9786029055252,2014,184799,4
AKU DOAMU BERDOALAH DENGAN HATI BERDOALAH DEMI SAKIT HATI,9786020232171,2014,120500,2
RINDU TERE LIYE,9786028997904,2014,46217,3
GUILTY PLEASURE,9797807134,2014,208669,1
"AKU,KAU,& KUA TWEETNIKAH",9786020248110,2014,91692,8
#88 LOVE LIFE,9789799107855,2014,129015,8
SABTU BERSAMA BAPAK,9797807215,2014,111479,10
KOALA KUMAL,979780769,2014,186246,10
THE SILKWORM ULAT SUTRA,9786020309811,2014,54899,8
API TAUHID CAHAYA KEAGUNGAN CINTA SANG MUJADDID,9786028997959,2014,138193,3
LET ME KISS YOU,9797807290,2014,154467,7
MODEL PENELITIAN PENGEMBANGAN,9786022623175,2014,183147,6
CARA CEPAT BELAJAR MENULIS KARYA ILMIAH,9786021227046,2014,218740,7
A LETTER FOR MY PRINCE,9786022555025,2014,65370,6
DANGEROUS GAMES,9786020305240,2014,203536,9
MENANTI SEBUAH JAWABAN,9786027689916,2014,54470,3
KARENA SENYUM TERAKHIRMU YANG MEMBUATKU SAKIT (FAKE SMILE),9786027689893,2014,166283,6
"KEKASIH TERBAIK (AKU MENCINTAIMU,LEBIH BESAR DARI SEGALA KEKURANGANMU)",9786020900148,2014,71539,10
"GROWN (CINTA ITU TUMBUH,BUKAN JATUH....",9786020242682,2014,45215,10
SUNSET & ROSIE,9786029474084,2014,112071,5
JANGAN BERCERAI BUNDA,9876029055207,2014,82820,3
MAULWI SAELAN PENJAGA TERAKHIR SOEKARNO,9789797097936,2014,192281,4
PEARSON NEW INTERNATRIONAL EDITION FUNDAMENTALS OF PLANNING AND DEVELOPING TOURISM,9781290239480,2014,231503,2
JEJAK-JEJAK ISLAM DARI LANGIT EROPA HINGGA LANGIT NUSANTARA,9786027608795,2014,192174,2
MEMBANGUN DAN MENGEMBANGKAN KEBUDAYAAN& INDUSTRI PARIWISATA,9786027948310,2014,214697,4
100 TIP & TRIK MICROSOFT EXCEL,9789792945089,2013,181813,6
EMPAT PILAR KEHIDUPAN BERBANGSA DAN BERNEGARA,9786029053265,2013,91533,2
"BUMI, EMPAT JIWA, MENITI SATU NADI",9786020220598,2013,190201,9
NEGERI DI UJUNG TANDUK,9789792294293,2013,160922,6
MENGGAMBAR MESIN MENURUT STANDAR ISO,9786022600299,2013,152459,10
GEOGRAFI LINGKUNGAN SEBUAH INTRODUKSI,9789797695064,2013,70269,2
MODEL-MODEL GERAKAN LITERASI MEDIA DAN PEMANTAUAN MEDIA DI INDONESIA,9789791677073,2013,49412,3
MELESATKAN PRESTASI AKADEMIK DENGAN INTERNET,9789790779020,2013,53490,7
INTISARI OLAH GERAK KAPAL,9786028981811,2013,60783,6
KOMPENDIUM ISTILAH SISTEM PERTANIAN TRADISIONAL SUNDA,9789794193938,2013,52717,4
PERANCANGAN STRUKTUR BAJA METODE LRFD,9786022414988,2013,172331,4
"STRUCTURAL EQUATION MODELING, KONSEP DAN APLIKASI MENGGUNAKAN PROGRAM LISREL 8.80",9786029328561,2013,206379,10
"PERANCANGAN PERCOBAAN APLIKASI MINITAB SAS, DAN COSTAT DALAM ANALISIS DATA",9786027825369,2013,83554,10
27 TUTORIAL KREASI DESAIN PROYEK COREL DRAW X6,9789792934281,2013,149479,9
BEDAH TUNTAS FITUR ANDROID,9786028833158,2013,219072,10
BACK TRACK 5 R3 : 100% ATTACK,9789791090797,2013,59713,2
KEBIJAKAN PEMBANGUNAN DESTINASI PARIWISATA; KONSEP DAN APLIKASINYA DI INDONESIA,9786027869202,2013,115211,4
CARA MUDAH MEMBUAT FONT DENGAN CORELDRAW,9789792941067,2013,217541,9
C++ HOW TO PROGRAM,9780273779872,2013,155012,6
5 JURUS PINTAR USAHA PENGGEMUKAN DOMBA BEBAS KANDANG,9789792925906,2013,198530,6
BERSEMI DALAM TEKANAN GLOBAL,9786029835588,2013,98876,10
MY IDIOT BROTHER : LOVE AND LIFE CHOCOLATOS,9789791834681,2013,123485,10
#CERITA CINTA,9786022790686,2013,115828,10
ANDVANCED FORMULAS AND FUNCTIONS EXCEL 2013,9789792920659,2013,165736,1
PROSEDUR PENELITIAN SUATU PENDEKATAN PRAKTIK,9789795189985,2013,89259,5
COMPUTER SCIENCE AN OVERVIEW,9780273751397,2013,148801,10
"ANALISIS KORELASI,REGRESI DAN MULTIVARIATE DENGAN SPSS",9786028545402,2013,142683,3
MEMBACA EMOSI ORANG,9799633516,2013,98961,3
PENERIMAAN SISWA BARU SEKOLAH ONLINE DENGAN PHP,9789791758918,2013,218911,8
KILLER WEB DESIGN,9786020204208,2013,95203,8
TOKO ONLINE CANGGIH DENGAN JOOMLA,9786020206127,2013,85495,9
PANDUAN PRAKTIK BETERNAK DAN BERBISNIS AYAM KAMPUNG LANGSUNG UNTUNG,9799112370,2013,71105,2
TEKNOLOGI PROSES PENGOLAHAN AIR UNTUK MAHASISWA DAN PRAKTISI INDUSTRI,9789794935385,2013,106066,7
APLIKASI STATISTIKA DALAM PENELITIANKONSEP STATISTIKA YANG LEBIH KOMPREHENSIF,9786021781555,2013,60291,3
LANGKAH PRAKTIS MENGUASAI STATISTIK UNTUK ILMU SOSIAL DAN KESEHATAN,9789792933970,2013,182554,1
PANDUAN PRAKTIS MEMBUAT BLOG GRATIS,9786027639744,2013,223692,10
EASY BLOGGING JAGO NGE BLOG DARI PEMULA HINGGA POPULER,9786026183149,2013,201163,5
56 CERITA TERHEBAT (KUMPULAN KISAH KEHIDUPAN YANG MENGINSPIRASI ANDA),9789792936001,2013,212526,4
MATH FOR THE PROFESSIONAL KITCHEN,9780470508961,2013,195373,9
CARA CERDAS TUNTASKAN TPA PASCA SARJANA 10 DETIK PER SOAL,9786022512608,2013,88263,3
MOSLEM MILLIONAIRE,9786020203546,2013,108300,9
LIMITLESS (RENUNGAN HARIAN UNTUK KEHIDUPAN YANG LUAR BIASA ASYIK),9786020311173,2013,65057,9
JAGO MEMBACA BAHASA TUBUH,9786027665682,2013,195263,10
MATERI POKOK PENDIDIKAN AGAMA ISLAM,9789790110377,2013,187442,10
ENSIKLOPEDIA AKHLAK MUSLIM BERAKHLAK TERHADAP SESAMA DAN ALAM SEMESTA,9786021606650,2013,86091,7
KISAH NYATA 25 NABI & RASUL,9786029450507,2013,143614,8
"PENGANTAR FILSAFAT ISLAM KONSEP,FILSUF,DAN AJARANNYA",9789790760653,2013,75396,10
MANAJEMEN PERPAJAKAN STRATEGI PERENCANAAN PAJAK DAN BISNIS,9789792291391,2013,147075,8
STATISTIKA BISNIS,9786028361903,2013,62635,4
PROPERTY QUADRANT SUKSES MEMULAI BISNIS PROPERTI,9790652011,2013,51568,5
TIME IS MORE VALUABLE THAN MONEY DAMPAK TRANSPORTASI PADA HIDUP KITA,9786020300085,2013,173148,8
WIJI THUKUL TEKA-TEKI ORANG HILANG,9786024242183,2013,226927,2
MESIN KONVERSI ENERGI,9789792934526,2013,69150,2
Kewiausahaan Konsep Dan Realita Pada Usaha Kecil,9786029328233,2013,205359,10
FOOD SAFETY THE SCIENCE OF KEEPING FOOD SAFE,9781444337228,2013,145757,2
Sistem Sosial Budaya Indonesia Suatu Pengantar,9786027825247,2013,195206,5
KEWIRAUSAHAAN UNTUK MAHASISWA DAN UMUM,9798433350,2013,187132,8
"Kewirausahaan Teori,Kasus,Dan Solusi",9786027825529,2013,87473,5
"Organisasi & Manajemen (Perilaku,Struktur ,Budaya & Perubahan Organisasi)",9786027825512,2013,86171,8
KEBIJAKAN PEMBANGUNAN DESTINASI PARIWISATA,9796027869202,2013,123509,10
EFEKTIF BERSAMA SAHAM,9786020206738,2013,156886,3
MANAJEMEN PERPAJAKAN STRATEGI PERENCANAAN PAJAK DAN BISNIS,9786020311012,2013,66725,3
MIKROEKONOMITEORI PENGANTAR,9789797695736,2013,60833,5
MAKE IT HAPPEN! (BUKU PINTAR RENCANA KEUANGAN UNTUK WUJUDKAN MIMPI),9786020331010,2013,74488,8
BERWIRAUSAHA CERDAS,9789797569815,2013,156598,2
SOSIOLOGI THE BASICS,9789797693954,2013,101872,2
PEMBANGUNAN PARIWISATA BERBASIS MASYARAKAT,9794985015,2013,76165,10
ANALISIS SWOT KEBIJAKAN PENDIDIKAN ERA OTONOMI DAERAH,9793654597,2013,166027,5
MANAJEMEN DALAM PEMBELAJARAN,9790620233,2013,226156,10
TOEFL IS NOT IMPOSSIBLE,602775124X,2013,46716,8
"BIOLOGI SINTESIS TELUR : PERSPEKTIF SISIOLOGI, BIOKIMIA DAN MOLEKULER PRODUKSI TELUR",9789797569549,2013,94411,8
MERAUP UNTUNG BERTANAM CABE HIBRIDA UNGGUL DI LAHAN DAN POLYBAG,9789792935738,2013,230833,8
PANEN UNTUNG DARI BUDI DAYA LOBAK,9789792940978,2013,159253,9
STATIKA STRUKTUR,9789792931235,2013,134332,3
PEDOMAN BERTANAM KUBIS,9789790711877,2013,157615,10
PEDOMAN BERTANAM TOMAT,9786022771975,2013,201422,4
PEDOMAN BERTANAM CABAI,9789795438403,2013,192523,5
STABILISASI TANAH UNTUK PERKERASAN JALAN,9794207314,2013,54649,3
TEKNIK EFEKTIF MENGETIK 10 JARI,9786022770374,2013,192678,5
THE FINITE ELEMENT METHOD ITS BASIC & FUNDAMENTALS,9781856176333,2013,63299,1
CUSTOMER SERVICE SATISFACTION & CALL CENTER BERDASARKAN ISO 9001,9786020300223,2013,180402,1
MODERN GEOTHERMAL HVAC ENGINEERING AND CONTROL APPLICATIONS,9780071792684,2013,104976,9
BISNIS SUKSES (MENYUSUN RENCANA BISNIS LENGKAP-TERPADU),9789792294392,2013,124643,8
Dasar-dasar Manajemen,9786027825438,2013,146582,8
PENYUSUNAN ANGGARAN PERUSAHAAN,9789797568986,2013,97100,2
Kepemimpinan Dan Perilaku Organisasi,9786027825871,2013,64154,3
Manajemen Pengambilan Keputusan Teori Dan Aplikasi,9786029328004,2013,183224,6
STUDI KASUS PERENCANAAN SISTEM DAN TEKNIK TRANSPORTASI UDARA DI INDONESIA,9794208469,2013,215138,8
Prinsip Proses & Teknologi Pangan,9786027825413,2013,144834,1
MANAJEMEN PEMASARAN & PEMASARAN JASA,9789798433017,2013,216426,1
PAKAN ITIK PEDAGING DAN PETELUR,9790025777,2013,177440,1
REKAYASA FOTO PAKE PHOTOSHOP TINGKAT DEWA,9798773519,2013,105743,9
Kreativitas Organisasi & Inovasi Bisnis Implementasi Pada ikm Berbasis Kreativitas Dan Budaya Menuju Keunggulan Bersaing Global,9786029328905,2013,216170,7
Mutu Dan Kinerja Perusahaan Suatu Pendekatan Pada Industri Pangan,9786027825567,2013,210572,2
Teknologi Pengawetan Pangan Edisi revisi,9789798433849,2013,126679,5
Teknologi Motor Diesel,9786028361057,2013,68019,7
Teknologi Penanganan Dan Pengolahan Telur,9786027825789,2013,179137,7
BUCKLING OF SHIP STRUCTURES,9783642434976,2013,230599,6
KOMUNIKASI BISNIS JILID 1,9780131995352,2013,66574,8
PENGARUH KOROSI PADA BETON BERTULANG,9786029494839,2013,182135,9
SERVICE MOBIL PENGANTAR PRAKTIS TEKNIK OTOMOTIF,9789797301680,2013,81222,1
MANAJEMEN BISNIS SYARIAH & KEWIRAUSAHAAN,9789790762558,2013,217024,8
GROW YOUR OWN VEGETABLES PANDUAN PRAKTIS MENANAM 14 SAYURAN KONSUMSI POPULER DI PEKARANGAN,9789792939361,2013,231405,7
KONSEP DAN APLIKASI MEKANIKA TANAH,9789792922875,2013,152220,5
PENGGEMUKAN SAPI 4 BULAN PANEN,9790064144,2013,64997,9
BUDIDAYA 8 JENIS TANAMAN PANGAN UNGGUL,9790020287,2013,225232,9
GUEST SERVICE HOSPITALITY INDUSTRY,9781118071809,2013,104966,8
KAMUS TEKNIK,9786022560074,2013,167287,3
AYAM KAMPUNG PETELUR,9790064896,2013,184137,8
MAHIR MEMPERBAIKI DAN MERAWAT NOTEBOOK,9786027869066,2013,153023,1
PEMELIHARAAN & PERBAIKAN DALAM TEKNIK ELEKTRONIKA,9786028837590,2013,126844,3
